song_name,region,info,song_content
Ah Buğdayım Buğdayım,Trabzon,Trabzon-Nigar Fettahoğlu-Tolga Sağ-Erdal Erzincan,Derenin Kenarında Anık Toplarım Anık Çıksam Yüksek Dağlara Ağlasam Yanık Yanık Ah Buğdayım Buğdayım Sereyim Kurutayım Unut Deyesun Yarim Ben Seni Nasıl Unutayım Yarim Yatma Uykuya Rüya Görürsün Rüya Şeker Olsam Karışsam Yarim İçtiğin Suya Ah Buğdayım Buğdayım Sereyim Kurutayım Unut Deyesun Yarim Ben Seni Nasıl Unutayım Atma Beni Vurursun Yar Kolların Kırılsın Evvel Bendiz Durmazdın Şimdi Nasıl Durursun Ah Buğdayım Buğdayım Sereyim Kurutayım Unut Deyesun Yarim Ben Seni Nasıl Unutayım
Ah Dağlar Serin Dağlar,Trabzon,Trabzon-Hüseyin Dilaver-Muzaffer Sarısözen,Ah Dağlar Serin Dağlar Kuzular Meler Ağlar Dost Aklıma Gelende Yanar Yüreğim Sızlar  Yar Vuruldum Vuruldum  Senin Kara Kaşına  Ne Yazılar Yazılmış  Ha Bu Garip Başıma Karşıdan El Eyleme Yar Beni Del'eyleme Öldürürsen Sen Öldür Kötüye Kul Eyleme  Yar Vuruldum Vuruldum  Senin Kara Kaşına  Ne Yazılar Yazılmış  Ha Bu Garip Başıma Koyun Kuzu Yayılır Yaylanın Beleninden Nedir Bu Çektiklerim Şu Feleğin Elinden  Yar Vuruldum Vuruldum  Senin Kara Kaşına  Ne Yazılar Yazılmış  Ha Bu Garip Başıma Meler Kuzular Meler Yüreklerimi Deler Uzaklaştım Sıladan Hep Düşmanlarım Güler  Yar Vuruldum Vuruldum  Senin Kara Kaşına  Ne Yazılar Yazılmış  Ha Bu Garip Başıma
Ah Edip Ağlama Zülfü Siyahım,Sivas,Sivas/Kangal-Muhlis Akarsu-Muhlis Akarsu,Ah Edip Ağlama Zülfü Siyahım N'olur Gözyaşını Sil De Gidelim Gönül Vurgunuyum Yaram Çok Derin N'olur Gözyaşını Sil De Gidelim Ağlamak Yakışmaz O Gül Yüzüne Yalandır İnanma Elin Sözüne Dünyada Başkası Yoktur Gözümde N'olur Gözyaşını Sil De Gidelim Bir Seher Vaktında Düşsek Yollara Türkümüz Söylenir Dilden Dillere Anca Kavuşuruz Bizim Ellere N'olur Gözyaşını Sil De Gidelim Akarsuyum Yar Ağlarken Gülemem Yollar Uzak Bu Sene De Gelemem Anladım Ki Bu Ellerde Duramam N'olur Gözyaşını Sil De Gidelim
Ah Edip Çırpınan Bülbüle Döndüm,,Sefil Selimi,Ah Edip Çırpınan Bülbüle Döndüm Biçare Dolaşır Güle Varamam Aramaktan Bitkin Düştüm Yorgunum Kendime Gelip De Dosta Varamam Bilen Var Mı Acep Aşkın Bağını Beyhude Geçirdim Gençlik Çağını Aşmaya Uğraştım Karlı Dağını Susuz Bir Çöldeyim Göle Varamam Sefil Selimi'yim Can Üze Üze Sarpları Geçtim De Ulastım Düze Avcıyım Basarım İzlerden İze Hasbahçeye Giden Yola Varamam
Ah Elinden Zülfü Kemendim Benim,,Gevheri-İhsan Güvercin,Ah Elinden Zülfü Kemendim Benim Müjgan Vurdu Sinem Yaralandı Gel Güzel Başın İçin Ağlatma Beni Dilber Gam Başımdan Aralandı Gel Gamdan Hasar Oldu Mekanım Yurdum İşitip Avazım Dinlemez Virdim Bir Değil Beş Değil On Değil Derdim Yaralar Baş Verdi Sıralandı Gel Gevheri Yar Gelir Haftada Ayda Sevip Ayrılması Vermiyor Fayda Başım Yastıktadır Gözlerim Yolda Gözümün Beyazı Karalandı Gel
Ah Elmadan Elmadan,Erzincan,Erzincan/Kemaliye(Eğin)-Yöre Ekibi-Yücel Paşmakçı,(Haydi De Haydi) Ah Elmadan Elmadan (Haydi De Haydi) Bir Dal Kestim Elmadan (Haydi De Haydi) Beni Yare Kavuştur (Haydi De Haydi) Hüda Canım Almadan (Haydi De Haydi) Kemerim Yele Yele (Haydi De Haydi) Yolladım Gurbet Ele (Haydi De Haydi) Yolladıysam Kemeri (Haydi De Haydi) Götür Ver İnce Bele (Haydi De Haydi) Bayırda Dut Dizildi (Haydi De Haydi) Dalı Üzüm Üzümdü (Haydi De Haydi) Gören Maşallah Desin (Haydi De Haydi) Oynayanlar Dizildi
Ah Ettim Yandı Özüm (İğdeli Yar),,Erol Parlak,"Ah Ettim Yandı Özüm Yandı Kül Oldu Közüm Yoluna Baka Baka (Ağlamaktan)  Kan Doldu İki Gözüm   Dağlar İğdeli Yarim    Sana Yandım Oy, Oy   Gönlüm Sevdalı Yarim   Ben Aldandım Vay, Vay (Nasıl Kandım Vay, Vay) Sılanın Bacaları Gündüzü Geceleri Yaktı Bu Yüreğimi  Ayrılık Acıları   Dağlar İğdeli Yarim    Sana Yandım Oy, Oy   Gönlüm Sevdalı Yarim   Ben Aldandım Vay, Vay (Nasıl Kandım Vay, Vay) Gel Yarim Etme Yarim Etme Eyleme Yarim Pervane Küle Döndü Sinem Dağlama Yarim   Dağlar İğdeli Yarim    Sana Yandım Oy, Oy   Gönlüm Sevdalı Yarim   Ben Aldandım Vay, Vay (Nasıl Kandım Vay, Vay)"
Ah Hamamcı Bu Hamama Güzellerden Kim...,Kütahya,Kütahya-Hisarlı Ahmet-Yücel Paşmakçı,Ah Hamamcı Bu Hamama Güzellerden Kim Gelir Ah Ne Bileyim Ay Efendim Günde Yüz Bin Can Gelir Ardında Cariyesiyle Aman Önünde Sultan Gelir Yağma Yağmur Esme Rüzgar Yolda Yolcum Var Benim Serimi Sevdaya Salan Yar İle Cengim Var Benim
Ah Le Ana Le Ana,Van,Van/Erciş-Hüsamettin Subaşı-Hüsamettin Subaşı, Ah Le Ana Le Ana  Üç Bacılar Bir Ana  Le Ana Le Ana  Ağlarlar Yana Yana Su Kenarı Pıtırak (Le Ana Le Ana) At Minderi Oturak (Üç Bacılar Bir Ana) Sen Al Meni Men Seni (Le Ana Le Ana) El Elinden Gurtulak (Üç Bacılar Bir Ana)  Ah Le Ana Le Ana  Üç Bacılar Bir Ana  Le Ana Le Ana  Ağlarlar Yana Yana Su Kenarı Burmalı (Le Ana Le Ana) Gölgesinde Durmalı (Üç Bacılar Bir Ana) İki Yar Sevenleri (Le Ana Le Ana) Hançer İle Vurmalı (Üç Bacılar Bir Ana)  Ah Le Ana Le Ana  Üç Bacılar Bir Ana  Le Ana Le Ana  Ağlarlar Yana Yana
Ah Le Yar,,Yücel Arzen,Sana Olan Duyguları Bir Bilebilsen Anlayabilsen Belki Severdin İçimdeki Hasretini Bir Duyabilsen  Anlatabilsem Belki Benimdin Sana Sevdiğim Diyemem Yalan Yalan Yalan Yalan Vallahi Yalan İnan Ki Yalan Sen Karasevdamsın Benim Duman Duman Duman Duman Hasretin Tüter İçimde Yanan Ah Le Yar Yar Yine Başımda Sevdan Ah Le Yar Yar Geceler Kara Zindan Ah Le Yar Yar Bir Parçacık Canım Kaldı Onu Da Sen Al Aklıma Düştü Gözlerin Bir Bıçak Gibi Ah Silah Gibi Cehennem Gibi Söylenmemiş Türkümdün Sen Unutmam Seni Unutamam Ki
Ah Nayim Nayim,Elazığ,Elazığ/Harput-Hüseyin Ateş-Esat Kabaklı, Ah Nayim Nayim Nayim  Başı Belalı Nayim  Çıksam Dağlar Basına  Çağırsam Nayim Nayim Başındaki Puşudur Diyarbekir İşidir Belinde Tarabulus O Da Çapkın İşidir  Ah Nayim Nayim Nayim  Başı Belalı Nayim  Çıksam Dağlar Basına  Çağırsam Nayim Nayim
Ah Ne Bakarsın Hayın,Rumeli,Rumeli/Üsküp-Kemal Altınkaya-Kemal Altınkaya,Ah Ne Bakarsın Hayın Hayın Yüzüme (Aman Aman) Ben Mayil Oldum Gül Yüzünün Rengine (Aşnam Rengine) Ah Gör Ne Yare Açtın Dertli Gönlüme (Aman Aman)  Kıyma Bre Aşnam Bana Yazık Değil Mi (Aşnam Değil Mi)  Ah Çek Ançerin Akıt Benim Kanımı (Aşnam Kanımı) Ah Ne Giyersin Mor Cepkenin Her Güne (Aman Aman) Ah Ben Yanmışım Gül Yüzünün Rengine (Asnam Rengine) Ah Üç Beş Ahbap Edinmişim Kendime (Aman Aman)  Kıyma Bre Aşnam Bana Yazık Değil Mi (Aşnam Değil Mi)  Ah Çek Ançerin Akıt Benim Kanımı (Aşnam Kanımı)
Ah Neyleyim Gönül Senin Elinden,Adana,Adana-Aşık Ferrahi-Nurettin Dadaloğlu,Ah Neyleyim Gönül Senin Elinden Her Zaman Ağlarım Gülemem Gayri Ben Bıktım Usandım Elin Dilinden Terk Ettim Sılaya Dönemem Gayri Ey Ferrahi Yandım (Yandım) Yar Ateşine Neler Gelir Gariplerin Başına Ağlayarak Gelme Mezar Taşıma Uyanıp Da Sana Gülemem Gayri
Ah Su Yolu Su Yolu,Kilis,Kilis-Şahin Yılmaz Dokuzoğuz-Muzaffer Sarısözen,Ah Su Yolu Su Yolu Boş Gider Gelir Dolu Testi Kulpun Kırılsın İncinmesin Yar Kolu Seherdir Seçemedim Deryadır Geçemedim Gönül Bir Tel İbrişim Dolaşmış Açamadım  Seherde Uyananlar Gelsin Bağrı Yananlar Yaralı Bülbül Gibi Daldan Dala Konanlar
Ah Tren Kara Tren,Kırklareli,Kırklareli/Lüleburgaz-Mustafa Sami Arı-Muzaffer Sarısözen,"Ah Tren Kara Tren, Odur Yari Götüren. Gitti Yarim Gelmedi, Budur Beni Bitiren. Kumralım Güzelim Aman, Yandım Vallah. Seversen Mektup Yolla. Ay Doğar Ayan Beyan, Yoluna Girdim Yayan. Gül Yüzlüm Yeşil Gözlüm, Yanına Geldim Uyan. Kumralım Güzelim Aman, Yandım Vallah. Seversen Mektup Yolla."
Ah Ya Benim Kırmızıca Gülüm,Kırklareli,Kırklareli/Koyunbaba Köyü-Mürüvvet Çakırel-Buket Şahinel,Ah Ya Benim Kırmızıca Gülüm (Aman) Sağ Yanına Eğmiş Dalın Kime Arz Edeyim Halim (Aman Aman)  Ah Eller De Dost Diller De  Diyarı Gurbet İllerde (Aman Aman)  Namım Kalsın Şu Yerlerde Açtım Bahçe Kapısını (Aman Aman) Koktum Gülün Goncesini Sardım Belin İncesini (Aman Aman)  Ah Eller De Dost Diller De  Diyarı Gurbet İllerde (Aman Aman)  Namım Kalsın Şu Yerlerde
Ah Öleyim Vah Öleyim,Ankara,Ankara-Genç Osman-Nida Tüfekçi,Ah Öleyim Vah Öleyim  Esmeri Nerde Göreyim(Yar Yandım Aman)  Esmer Yarimin Yanında  Ben Bayılayım Öleyim  Şu Gelen Kimin Kızı  Feracesi Kırmızı(Yar Yandım Aman)  Gerdanında Beş Beni Var  Sandım Seher Yıldızı
Ahdine Vefa Etmeyen,,Dertli Divani,Ahdine Vefa Etmeyen Cana Da Yazıklar Olsun Damara Kan İletmeyen Huna Da Yazıklar Olsun Zalımların Saltanatı Tedirgin Eder Milleti Hele Böyle Bir Şöhreti Sana Da Yazıklar Olsun Bizimle Çağlayıp Aktı Dönüp Gönül Evim Yıktı Her Taraktan Bezi Çıktı Ona Da Yazıklar Olsun Bozulmuş Lezzeti Tadın Bilmedin Aşnayla Yadın Halimizden Anlamadın Sana Da Yazıklar Olsun Dertli Divani Ölmezsem Gidip Te Geri Dönmezsem Eğer Gerçeği Bilmezsem Bana Da Yazıklar Olsun
Ahirim Sensin,,Neset Ertaş,Cahildim Dünyanın Rengine Kandım Hayale Aldandım Boşuna Yandım Seni İlelebet Benimsin Sandım Ölürüm Sevdiğim Zehirim Sensin Evvelim Sen Oldun Ahirim Sensin Sözüm Yok Şu Benden Kırıldığına Gidip Başka Dala Sarıldığıma Gönülüm İnanmıyor Ayrıldığına Gözyaşım Sen Oldun Kahirim Sensin Evvelim Sen Oldun Ahirim Sensin Garibim Can Yıkıp Gönül Kırmadım Senden Ayrı Ben Bir Mekan Kurmadım Daha Bir Gönüle İkrar Vermedim Batınım Sen Oldun Zahirim Sensin Evvelim Sen Oldun Ahirim Sensin
Ahlat'ın Altında Küçük İskele,Bitlis,Bitlis-Necla Eker-Necla Eker,Ahlat'ın Altında Küçük İskele On Sekiz Yaşımda Gittim Askere  Yol Ver (Oy Yol Ver Oy) Bası Dumanlı Dağlar  Yol Ver (Oy Yol Ver Oy) Göğsü Çimenli Dağlar Yüksek Minareden Attım Kendimi Çok Aradım Bulamadım Dengimi  Yol Ver (Oy Yol Ver Oy) Bası Dumanlı Dağlar  Yol Ver (Oy Yol Ver Oy) Göğsü Çimenli Dağlar Yüksek Minarede Kandiller Yanar Kandilin Şavkına Bülbüller Konar  Yol Ver (Oy Yol Ver Oy) Bası Dumanlı Dağlar  Yol Ver (Oy Yol Ver Oy) Göğsü Çimenli Dağlar
Ahmet Ahmet Diye,Afyon,Afyon-Süleyman Boyacıoğlu,Ahmet Ahmet Diye Geldin Yanıma Nasıl Kıydın Benim Tatlı Canıma Kardeşlerim Kor Mu Senin Yanına  Aman Allah Kabir Bana Dar Geldi  Genç Yaşımda Ölüm Bana Zor Geldi Sarı Ahmet'i Getirdiler Yumaya Elim Varmaz Teneşire Koymaya Dilim Varmaz Ahmet Ölmüş Demeye  Aman Allah Kabir Bana Dar Geldi  Genç Yaşımda Ölüm Bana Zor Geldi
Ahmet Bey'in Bir Küheylan Atı Var,Kütahya,Kütahya-Ali Çavuş-Muzaffer Sarısözen,Ahmet Beyin (de) Bir Küheylan Atı Var (Aman Aman) (Ah) O Giderse Onun Bende Teki Var (Aman Aman)  Ahmet Beyin (De) Benden Başka Nesi Var (Aman Aman) Saklan Dağlar Ahmet Beyin Kışından (Aman Aman)  (Hiç Sevdalar Geçmedimi Başından) (Aman Aman)
Ahmet'im Handa Handadır Handa,Balıkesir,Balıkesir/Gönen-Sıdıka Çamlıdağ-Nurettin Çamlıdağ,Ahmet'im Handa Handadır Handa İki De Elleri Kandadır Kanda Ahmet'in Gönlü Bendedir Bende  Al Şu Mumları Eline Yak Demedim Mi  Karşılardan Da Bak Demedim Mi  Akşama Yolun Uzak Kal Demedim Mi Ahmet'im Oturmuş Batlıcan Oyar Batlıcan Rengine Bastonun Boyar Sen Kimin Yarisin Her Yanın Oynar  Al Şu Mumları Eline Yak Demedim Mi  Karşılardan Da Bak Demedim Mi  Akşama Yolun Uzak Kal Demedim Mi
Ahmet'in Saçları Kınalı,Rumeli,Rumeli-Sıdıka Ahmet-Plaktan Yazıldı,Ahmet’in Saçları Kınalı Ahmet Oyun Oynuyor Vursun Davul Çalsın Zurna Artık Düğün Oluyor Ahmet’e Gönül Vereli Oldum Divane Deli Aylar Geçti Yıllar Geçti Ben Seni Sevdim Seveli Garip Halimi Görenler Hatırımı Sormuyor Vursun Davul Çalsın Zurna Artık Düğün Oluyor
Ahu Dilber Senin Metahın Oldum,,Aşık Seyyadi,Ahu Dilber Senin Metahın Oldum Goncalar Açılmış Hüsnün Elinden Şevk İle Ötüyor Gece Gündüz Dinle Nağmeleri Can Bülbülünden Aşkın Kitabına Hüsnün Yazarım Ahu Gözlerinde Kaldı Nazarım Geceler Aşkınla Ağlar Gezerim Değirmenler Döner Çeşmim Yaşından Tutmuşam Bu Rahı Sabitem Billah Severem Haydar'ı Anlarım Hercan Kimi Kızılbaş Der Kimi Akkülah Gezer Bu İlhamı Halkın Dilinde Teslimem Rıza'ya Bağladım Kendim Dönmezem Aşkından Zülfün Kemendim Yeşil Ördek Avcısıyam Efendim Seyyadi Aşk Oldum Dostun Gölünde
Ahu Gözlerini Sevdiğim Dilber,Kırşehir,Kırşehir-Neşet Ertaş-Nida Tüfekçi,Ahu Gözlerini Sevdiğim Dilber Sana Bir Sözüm Var Diyemiyorum Bilmem Deli Miyim Mecnun Gezerim Sırrımı Ellere Veremiyorum (Derdimi Ellere Diyemiyorum) Helal Olsun Al Yanaktan Aldığım El Uzadıp Gonca Gülün Derdiğim İnce Belini Datlı Dilini Sevdiğim Gırılsın Gollarım Saramıyorum Al Yanaktan Aldıcağım Azıktır Darama Zülfünü Gönlüm Bozuktur Öksüzüm Garibim Bana Yazıktır Destursuz Yanına Gelemiyorum
Ahu Gözlerini Süzüp Gelen Yar (Ziyade),,Erol Parlak,Ahu Gözlerini Süzüp Gelen Yâr Ben Seni Severim Senden Ziyade Bilmez Misin Tutuşup Da Yandığım Yüreğimin Narı Günden Ziyade Cennet-i Âlâdan Sendeki Koku Aşkın Tezgâhında Sevdayı Doku Bağrıma Vurduğun Şu Aşkın Oku İşledi Canıma Tenden Ziyade Her Dakika Her Saniye Her Anım Yanıyor Yüreğim Yâr Dört Bir Yanım Pervane Yoluna Kurbandır Canım Sana Sevgim Yâr İmandan Ziyade
Ahu Gözlüm Tut Elimden,Adana,Adana-Ali Osman Feymani-TRT,"Ahu Gözlüm Tut Elimden, Vazgeçmeden Emelimden. Askın Beni Temelinden, Yıkmadan Gel, Yakmadan Gel. Derde Salmadan Başımı, Noksan Etmeden İşimi. Damla Damla Göz Yaşımı, Dökmeden Gel, Akmadan Gel. Feymani’yim, Kaçma Benden, Usanmadı Gönül Senden. Ecel Tatlı Cani Tenden, Çekmeden Gel Çıkmadan Gel."
Ahçiği Yolladım Urum Eline (Ahçik),Elazığ,Elazığ-Enver Demirbağ-Zülküf Altan-Mehmet Özbek,Ahçiği Yolladım Urum Eline Eser Bad-ı Saba Zülfün Teline Gel Seni Götürsem İslam Eline  Serimi Sevdaya Salan O Ahçik  Aman O Ahçik Civan O Ahçik Vardım Kiliseye Baktım Haçına Gönlümü Bağladım Sırma Saçına Gel Seni Götürem İslam İçine  Serimi Sevdaya Salan O Ahçik  Aman O Ahçik Civan O Ahçik Vardım Kiliseye Hac Suda Döner Ahçiği Kaybettim Yüreğim Yanar Ben Dinen Dönersem El Beni Kınar  Serimi Sevdaya Salan O Ahçik  Aman O Ahçik Civan O Ahçik
Ahırköy'ün Meşeleri,Edirne,Edirne/Ahırköy-İhsan Köycü-Muzaffer Sarısözen,Ahırköy'ün Meşeleri (Amucam Oğlu) Dolu Gelir Şişeleri (Amucam Oğlu) Ahırköy'ün Heydeleri (Amucam Oğlu) Dilber Olur Güzelleri (Amucam Oğlu) Aldın Aldın Alasıya (Amucam Oğlu) Alış Vermez Veresiye (Amucam Oğlu)
Ahırında Bu Dert Beni Öldürür,Doğu Anadolu,Doğu Anadolu-Turan Engin-Ali Varlı-Yücel Paşmakçı,Ahırında Bu Dert Beni Öldürür Ey Olmaz Yaram Dert Dert Üstüne Halimi Görenler Aklın Şaşırır Gitti Şadım Geldi Gam Gam Üstüne Tabiplerden Şifa Kaldı Az Kaldı Yandı Ciğer Kebap Oldu Köz Kaldı Zamana Dey Habdan Bile Naz Kaldı Daha Dolmaktadır Dert Dert Üstüne Ben Feleğin Tatlı Günün Görmedim Her Zaman Ağladım Bir Dem Gülmedim Aktı Gitti Gözyaslarım Silmedim Silmeden Usandım Yaş Yaş Üstüne
Ak Devem Düzden Gelir,Mersin,Mersin/Silifke/Anamur-Cevdet Türkay-Ahmet Yamacı,Ak Devem Düzden Gelir Yükü Kıbrıs'tan Gelir Bir Oğlan Hasta Düşmüş İlacı Kızdan Gelir Deveyi Düzde Gördüm Sürmeyi Gözde Gördüm Çok Şükürler Allah’a Seni Bu Güz De Gördüm Kahve Yemenden Gelir Bülbül Çimenden Gelir Ak Topuk Beyaz Gerdan Hergün Yabandan Gelir
Ak Fasulle Oldu Mu,Burdur,Burdur/Altınyayla (Dirmil)-Behiç Çine-Nida Tüfekçi,Ak Fasulle Oldu Mu Ambarlara Doldu Mu Yolladığım Pabuçlar Ayağına Oldu Mu Ak Fasulle Soyulmaz Gökte Yıldız Sayılmaz Dirmil'den Yâr Sevenin Hiç Kolları Yorulmaz
Ak Göğsünde Nokta Nokta Ben Olam,,Aşık Haydar Öztürk,Ak Göğsünde Nokta Nokta Ben Olam Sen Çiçek Ol Ben Petekte Bal Olam Siyah Saçlarında Ak Bir Tel Olam Tararken Kopartma Beni Sevdiğim Kumaş Olam Ellerinle Biç Beni İçki Olam Yudum Yudum İç Beni Mektup Olan Beyaz Zarftan Aç Beni Okumadan Atma Yere Sevdiğim Tülbentinde Oya Olam Pul Olam Kabul Eyle Ben Kapına Kul Olam Dosta Giden Uzun İnce Yol Olam Yorulup Terk Etme Beni Sevdiğim
Ak Güvercin Olaydım,Rumeli,Rumeli/Deliorman-Emine Balkanlı-Hasan Karakaş,Ak Güvercin Olaydım Pencerene Konaydım Penceren De Pek Yüksek (A Gülüm) Yar Dizine Konaydım Keten Gömlek Dört Enden Yar Ne Vazgeçtin Benden Vaz Geçeceğini Bileydim (A Gülüm) Gönlümü Alırdım Senden Keten Gömlek Sekiz Kat Dördünü Giy Dördünü Sat Benden Başka Seversen (A Gülüm) Kalkma Döşeklere Yat
Ak Güvercin Yem İstiyor,,Aşık Mahzuni Şerif,Ak Güvercin Yem İstiyor Yem İstemez Dem İstiyor Bırakın Gideyim Dağlar Ela Gözlüm Ben İstiyor   Aman Aman Dağlar Aman   Üzüm Vermez Bağlar Aman   Ben O Dosttan Ayrılalı   İki Gözüm Çağlar Aman Yoruldum Yolda Oturdum Felek Vurdu Ben Getirdim Kınamayın A Dostlarım Ela Gözlümü Yitirdim   Aman Aman Dağlar Aman   Üzüm Vermez Bağlar Aman   Ben O Dosttan Ayrılalı   İki Gözüm Çağlar Aman Halimden Bilmiyor Arif Derdime Varmıdır Tarif İçi Yanık Sazı Donuk Neylesin Mahzuni Şerif   Aman Aman Dağlar Aman   Üzüm Vermez Bağlar Aman   Ben O Dosttan Ayrılalı   İki Gözüm Çağlar Aman
Ak Katır Tuzdan Gelir,Rumeli,Rumeli-Cemil Şaban-Hasan Rodoplu-Nihat Kaya,Ak Katır Dosttan Gelir (Kerime'm) Yükü Burgaz'dan Gelir Kızları Sevda Tutmuş (Canlarım Kerime'm) Dermanı Bizden Gelir Kollarında Bilezik (Kerime'm) Çok Aradım Bulamadım (Canlarım Kerime'm) Yok Senin Gibi Nazik Kollarında Gök Boncuk (Kerime'm) Çok Aradım Bulamadım (Canlarım Kerime'm) Senin Gibi Kıvırcık
Ak Koyun Meler Gelir,Yozgat,Yozgat-Hafız Süleyman-Nida Tüfekçi,Ak Koyun Meler Gelir Dağları Deler Gelir (Vay) Hakikatlı Yâr Olsa Geceyi Böler Gelir (Vay)  Of Güzelim Sümbülüm Bir Gülüm Aman  Aman Aman Ben Yandım Aman Ak Koyun Kara Koyun Yaremi Derin Oyun (Vay) Ben Bu Dertten Ölürsem Adımı Dertli Koyun (Vay)  Of Güzelim Sümbülüm Bir Gülüm Aman  Aman Aman Ben Yandım Aman
Ak Koyunum Yüz Olsa,Burdur,Burdur/Aziziye Köyü-Yöre Ekibi-Hamdi Özbay,Ak Koyunum Yüz Olsa Güttüm Yerler Düz Olsa Ben Koyunu Güderim Arkadaşım Kız Olsa Dabancamı Doldurdum Da Atmaya Yârim Çıkmış Karşıdan Da Bakmaya İkimiz De Bir Boydayız Bir Denkte Doyulur Mu Sarılıp Da Yatmaya Kalede Yılan Öter Dibinde Güller Biter Esmer Yârin Koynunda Çiçeksiz Meyve Biter Dabancamı Doldurdum Da Atmaya Yârim Çıkmış Karşıdan Da Bakmaya İkimiz De Bir Boydayız Bir Denkte Doyulur Mu Sarılıp Da Yatmaya
Ak Koyunun Aklığı,Denizli,Denizli/Çivril-Hüseyin Dursun-Ali Canlı,Ak Koyunun Aklığı Südünün Koyaklığı Bizi Öksüz Bırakan Bir Ananın Yokluğu Çıktım Ceviz Dalına Dalları Almaz Beni Benim Yârim Küçücük Kolları Sarmaz Beni Tenekede Katıran Yan Gelip De Oturan Yandım Basma Değil Mi Hovardayı Batıran İki Duru Bi Duru İliyende Su Duru Ayşe Kızı Sorarsan Kısmet Bekleyip Duru
Ak Meleğim Göç Eylemiş Yurdundan,Sivas,Sivas/Divriği-Aşık Ali Metin-TRT İstanbul,Ak Meleğim Göç Eylemiş Yurdundan Havalanmış Minnet Etsem İner Mi Can Çıkmazsa Unutulmaz Bu Tenden Alev Almış Ateş Dahi Söner Mi Bozulmuş Bağları Gülü Fidanı Kesilmiş Akmıyor Ab-ı Revanı Ara Ki Bulasın Geçen Zamanı Aşan Gün Bir Dahi Geri Döner Mi Dertli Olanlara Elbet Zar Gelir Geniş Dünya Tek Başına Dar Gelir Ellere Yaz Bahar Bana Kar Gelir Ben Yanarım Dostlar Beni Kınar Mı Metini'yem Daha Giymem Alları Viran Olsun Çamşıhı'nın Elleri Sele Verem Dağı Taşı Çölleri Aklı Olan Bu Dünyaya Kanar Mı
Ak Pınar Yapısına Gün Doğmuş Kapısına,Balıkesi,Balıkesi/Sındırgı-Hasan Öder-Muzaffer Sarısözen,Ak Pınar Yapısına Gün Doğmuş Kapısına Emine'm Çiçek Yollamış Uyandım Kokusuna  Güzelim Güzelim Çiçek Geldi Yakından  Yaprakları Haber Verdi Bana Burcu Kokundan Ak Pınara Varaydım Emine'mi Göreydim Emine'min Yoluna Canlar Verip Öleydim  Güzelim Güzelim Çiçek Geldi Yakından  Yaprakları Haber Verdi Bana Burcu Kokundan
Ak Sinne'ye Vardım Koyun Yaymaya,Niğde,Niğde-Nimet Balkan-Nida Tüfekçi,Ak Sinne'ye Vardım (Annem Annem)  Koyun Yaymaya (Ey Ey) Koyun Değil Merem (Annem Annem)  Yârı Görmeye (Aslanım) Bilmem Hayal Mıdır (Annem Annem)  Bilmem Düş Müdür (Ey Ey) Mektubun Gelmiyor (Annem Annem)  Yollar Kış Mıdır (Aslanım) Yine Şelillendi (Annem Annem)  Niğde Bağları (Ey Ey) Bize Mesken Oldu (Annem Annem)  Gurbet Elleri (Aslanım)
Ak Taş Diye Belediğim,Güneydoğu Anadolu,Güneydoğu Anadolu-Selahattin Sarıkaya-Muzaffer Sarısözen,Ak Taş Diye Belediğim Tülbendime Doladığım Tanrıdan Dilek Dilediğim Mevlam Şu Taşa Bir Can Ver Tarlalarda Olur Yaba Savururlar Gaba Gaba Merzifon'da Piri Baba Mevlam Şu Taşa Bir Can Ver Yoldan Geçen Yolcu Gardaş Ben Kimlere Olam Sırdaş Kırşehir'de Hacı Bektaş Mevlam Şu Taşa Bir Can Ver Bebeksiz Oldum Divane Hep Ağlarım Yane Yane Konya'da Ulu Mevlane Mevlam Şu Taşa Bir Can Ver Yüksekte Şahin Yuvası Alçakta Avşar Ovası Gelsin Yavrumun Babası Emzireyim Nenni Nenni Bebek Uyandı Bakıyor Sevinci İçim Yakıyor Gözlerimden Yaş Akıyor Emzireyim Nenni Nenni
Ak Çalının Dibinde Kavağa Bak Kavağa,Erzincan,Erzincan-Haydar Ağbaba-Yücel Paşmakçı,Ak Çalının Dibinde Gavağa Bak Gavağa Sevdiğim Gelin Olmuş (Le Le) Duvağa Bak Duvağa Ak Çalının Dibinde Cevize Bak Cevize Sevdiğim Gelin Olmuş (Le Le) Çeyize Bak Çeyize Ak Çalının Dibinde Daşlara Bak Daşlara Sevdiğim Gelin Olmuş (Le Le) Gaşlara Bak Gaşlara
Ak Çeşmenin Taşları,İzmir,İzmir/Bergama-Hasan Çakı Efe-Durmuş Yazıcıoğlu,Ak Çeşmenin Taşları (Baygın Habibe'm) Civir Civir Kuşları  Halkalı Şeker Kırmızı Fındık (Baygın Habibe'm) Kara Kara Kaşları Vardım Çeşme Başına (Baygın Habibe'm) Yazı Yazdım Daşına Kızlar Gelsin Okusun (Baygın Habibe'm) Akıl Koysun Başına Yola Çıkma Baş'açık (Baygın Habibe'm) Arpalar Kara Kılçık Eğer Gönlün Var İse (Baygın Habibe'm) Al Bohçanı Yola Çık
